job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,state_avg_salary,how_much_older,
JD-351,GCP Cloud Platform Engineer,"Gonzalez, Gilbert and Fitzgerald",Miami,FL,"Miami, FL",USA,Hybrid,2025-03-15,2025-05-23,Entry-level,Contract,Healthcare,"$55,743","$83,785","$69,764","['GKE', 'Docker', 'BigQuery', 'Python', 'gcloud CLI', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,27,"$164,546",30 days,
JD-352,GCP Solutions Architect,Jones Group,Phoenix,AZ,"Phoenix, AZ",USA,Remote,2025-02-03,2025-05-15,Senior,Part-time,Education,"$212,844","$313,796","$263,320","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,67,"$172,579",older than 30 days,
JD-353,GCP DevOps Engineer,"Glass, Davis and Powers",Nashville,TN,"Nashville, TN",USA,On-site,2025-02-11,2025-04-26,Entry-level,Contract,Healthcare,"$72,592","$90,766","$81,679","['GKE', 'Docker', 'BigQuery', 'Python', 'Linux', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,59,"$162,483",older than 30 days,
JD-354,AWS Cloud Security Specialist,Bailey-Flores,San Diego,CA,"San Diego, CA",USA,On-site,2025-02-21,2025-04-26,Senior,Full-time,Healthcare,"$154,330","$200,101","$177,215","['Docker', 'IAM', 'Lambda', 'Python', 'Linux', 'CloudFormation', 'Terraform']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS Cloud Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,49,"$158,378",older than 30 days,
JD-355,GCP Infrastructure Consultant,"Johnson, Torres and Huerta",Phoenix,AZ,"Phoenix, AZ",USA,Hybrid,2025-03-09,2025-03-18,Entry-level,Full-time,Healthcare,"$66,778","$90,186","$78,482","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'Cloud Functions']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Expired,Security,USD,33,"$172,579",older than 30 days,
JD-356,GCP DevOps Engineer,Hanson-Alexander,Miami,FL,"Miami, FL",USA,On-site,2025-03-11,2025-05-03,Senior,Full-time,Education,"$141,410","$184,932","$163,171","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Linux', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,31,"$164,546",older than 30 days,
JD-357,Cloud Developer - GCP,Gonzalez LLC,Portland,OR,"Portland, OR",USA,Remote,2025-04-10,2025-05-18,Senior,Full-time,Education,"$150,665","$201,050","$175,857","['GKE', 'Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a Cloud Developer - GCP, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,1,"$166,069",1 day,
JD-358,AWS Platform Engineer,"Farrell, Rodriguez and Brown",Phoenix,AZ,"Phoenix, AZ",USA,On-site,2025-01-26,2025-06-02,Mid-level,Part-time,Healthcare,"$97,262","$142,533","$119,897","['Docker', 'IAM', 'CI/CD', 'Lambda', 'Python', 'Linux', 'CloudFormation']","['AWS Certified Solutions Architect', 'AWS SysOps Administrator']",AWS,"As a AWS Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,75,"$172,579",older than 30 days,
JD-359,GCP Security Specialist,Melton LLC,Dallas,TX,"Dallas, TX",USA,Remote,2025-03-12,2025-05-19,Mid-level,Part-time,Finance,"$119,649","$149,893","$134,771","['GKE', 'Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,30,"$171,059",30 days,
JD-360,Azure Platform Engineer,Benson-Rodriguez,San Diego,CA,"San Diego, CA",USA,On-site,2025-01-12,2025-04-28,Mid-level,Part-time,Healthcare,"$119,660","$124,906","$122,283","['Docker', 'Azure Monitor', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,89,"$158,378",older than 30 days,
JD-361,Azure Security Specialist,Johnson-Clark,Phoenix,AZ,"Phoenix, AZ",USA,On-site,2025-02-23,2025-05-25,Mid-level,Contract,Education,"$106,387","$122,479","$114,433","['CI/CD', 'Azure DevOps', 'Azure Monitor', 'Python', 'Linux', 'Azure AD', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,47,"$172,579",older than 30 days,
JD-362,AWS Platform Engineer,Harris PLC,Austin,TX,"Austin, TX",USA,Hybrid,2025-03-04,2025-05-21,Entry-level,Full-time,Education,"$50,067","$82,904","$66,485","['AWS EC2', 'Lambda', 'CI/CD', 'Python', 'Linux', 'CloudFormation', 'Terraform']","['AWS Certified Solutions Architect', 'AWS SysOps Administrator']",AWS,"As a AWS Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,38,"$171,059",older than 30 days,
JD-363,GCP Cloud Platform Engineer,Dunn-Dean,Detroit,MI,"Detroit, MI",USA,Remote,2025-03-24,2025-05-28,Senior,Contract,Education,"$153,193","$210,302","$181,747","['GKE', 'Docker', 'BigQuery', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,18,"$171,649",30 days,
JD-364,GCP Site Reliability Engineer,"Hale, Smith and Aguilar",Minneapolis,MN,"Minneapolis, MN",USA,Remote,2025-01-24,2025-05-27,Entry-level,Full-time,Education,"$59,334","$91,862","$75,598","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,77,"$166,681",older than 30 days,
JD-365,GCP Site Reliability Engineer,"Williams, Jackson and Campbell",Charlotte,NC,"Charlotte, NC",USA,On-site,2025-03-16,2025-05-18,Senior,Full-time,Education,"$224,562","$266,312","$245,437","['GKE', 'Docker', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,26,"$171,317",30 days,
JD-366,GCP System Administrator,"Williamson, Brown and Pena",Salt Lake City,UT,"Salt Lake City, UT",USA,Hybrid,2025-03-28,2025-05-30,Entry-level,Full-time,Healthcare,"$55,107","$85,326","$70,216","['GKE', 'Docker', 'CI/CD', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP System Administrator, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,14,"$160,070",15 days,
JD-367,GCP Security Specialist,Price LLC,Phoenix,AZ,"Phoenix, AZ",USA,On-site,2025-01-11,2025-05-20,Mid-level,Contract,Finance,"$94,953","$127,501","$111,227","['GKE', 'Docker', 'Python', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,90,"$172,579",older than 30 days,
JD-368,GCP Security Specialist,"Ward, Rodriguez and Carter",Miami,FL,"Miami, FL",USA,Remote,2025-03-16,2025-06-08,Senior,Contract,E-commerce,"$142,619","$172,413","$157,516","['Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,26,"$164,546",30 days,
JD-369,GCP Solutions Architect,"Hughes, Whitney and Romero",Philadelphia,PA,"Philadelphia, PA",USA,On-site,2025-04-06,2025-05-12,Senior,Full-time,Telecommunications,"$229,805","$305,707","$267,756","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,5,"$164,776",5 days,
JD-370,AWS Solutions Architect,Mckee Group,New York,NY,"New York, NY",USA,Remote,2025-03-20,2025-04-22,Entry-level,Full-time,Finance,"$53,223","$90,004","$71,613","['AWS EC2', 'Docker', 'Lambda', 'Python', 'CloudFormation', 'Kubernetes', 'Terraform']","['AWS Certified Solutions Architect', 'AWS SysOps Administrator']",AWS,"As a AWS Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,22,"$169,521",30 days,
JD-371,Google Cloud Engineer,"Schmidt, Lopez and Mason",Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,2025-04-05,2025-05-02,Mid-level,Full-time,Telecommunications,"$99,163","$131,352","$115,257","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,6,"$169,536",10 days,
JD-372,AWS Solutions Architect,"House, Smith and Wright",Nashville,TN,"Nashville, TN",USA,On-site,2025-02-24,2025-04-30,Senior,Internship,Telecommunications,"$200,937","$294,171","$247,554","['AWS EC2', 'Docker', 'IAM', 'CI/CD', 'Lambda', 'Python', 'Linux']","['AWS Certified Solutions Architect', 'AWS SysOps Administrator']",AWS,"As a AWS Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,46,"$162,483",older than 30 days,
JD-373,GCP System Administrator,Cook-Long,Seattle,WA,"Seattle, WA",USA,Hybrid,2025-03-03,2025-06-01,Mid-level,Full-time,E-commerce,"$116,818","$143,025","$129,921","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP System Administrator, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,39,"$172,275",older than 30 days,
JD-374,Google Cloud Engineer,Reed LLC,Miami,FL,"Miami, FL",USA,On-site,2025-01-26,2025-05-06,Entry-level,Part-time,Telecommunications,"$54,292","$99,858","$77,075","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,75,"$164,546",older than 30 days,
JD-375,GCP Cloud Platform Engineer,"Turner, Ferrell and Irwin",Miami,FL,"Miami, FL",USA,Hybrid,2025-02-14,2025-06-06,Senior,Full-time,Healthcare,"$137,616","$227,624","$182,620","['Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,56,"$164,546",older than 30 days,
JD-376,Google Cloud Engineer,Garrett Group,San Diego,CA,"San Diego, CA",USA,Hybrid,2025-02-06,2025-04-23,Mid-level,Internship,Telecommunications,"$112,721","$122,838","$117,779","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'Cloud Functions']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,64,"$158,378",older than 30 days,
JD-377,GCP Cloud Platform Engineer,Raymond LLC,Denver,CO,"Denver, CO",USA,Remote,2025-04-07,2025-06-08,Entry-level,Full-time,Education,"$53,697","$83,207","$68,452","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,4,"$152,551",5 days,
JD-378,GCP DevOps Engineer,Peterson Group,Nashville,TN,"Nashville, TN",USA,Remote,2025-02-01,2025-05-19,Senior,Full-time,Education,"$183,006","$384,564","$283,785","['GKE', 'CI/CD', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,69,"$162,483",older than 30 days,
JD-379,GCP Security Specialist,Miller Group,Nashville,TN,"Nashville, TN",USA,On-site,2025-03-15,2025-04-21,Entry-level,Full-time,Education,"$53,726","$87,153","$70,439","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,27,"$162,483",30 days,
JD-380,AWS System Administrator,"Salazar, Garrett and Perez",Las Vegas,NV,"Las Vegas, NV",USA,Remote,2025-03-02,2025-05-24,Senior,Full-time,Finance,"$164,773","$217,884","$191,328","['AWS EC2', 'Docker', 'IAM', 'CI/CD', 'Lambda', 'Python', 'Linux']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS System Administrator, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,40,"$169,536",older than 30 days,
JD-381,Senior AWS DevOps Engineer,"Hernandez, Waller and Browning",Phoenix,AZ,"Phoenix, AZ",USA,On-site,2025-02-03,2025-05-21,Entry-level,Full-time,Telecommunications,"$61,421","$94,292","$77,856","['AWS EC2', 'Docker', 'IAM', 'CI/CD', 'CloudFormation', 'Kubernetes', 'Terraform']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a Senior AWS DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,67,"$172,579",older than 30 days,
JD-382,Azure Solutions Architect,Daniels-Clark,Denver,CO,"Denver, CO",USA,On-site,2025-02-11,2025-06-03,Entry-level,Full-time,Education,"$70,462","$81,393","$75,927","['CI/CD', 'Azure DevOps', 'Azure Monitor', 'Python', 'Linux', 'Azure AD', 'Terraform']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,59,"$152,551",older than 30 days,
JD-383,Google Cloud Engineer,"Weaver, Mcbride and Huffman",Las Vegas,NV,"Las Vegas, NV",USA,On-site,2025-01-24,2025-04-24,Entry-level,Contract,Telecommunications,"$64,284","$84,060","$74,172","['GKE', 'Docker', 'Python', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,77,"$169,536",older than 30 days,
JD-384,AWS Site Reliability Engineer,"Thornton, Mills and Taylor",Denver,CO,"Denver, CO",USA,Hybrid,2025-02-10,2025-06-09,Mid-level,Contract,Education,"$103,560","$123,151","$113,355","['AWS EC2', 'Docker', 'IAM', 'CI/CD', 'Python', 'Linux', 'CloudFormation']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,60,"$152,551",older than 30 days,
JD-385,GCP Site Reliability Engineer,Douglas PLC,San Diego,CA,"San Diego, CA",USA,Hybrid,2025-04-09,2025-06-05,Mid-level,Internship,E-commerce,"$107,872","$133,111","$120,491","['GKE', 'Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,2,"$158,378",5 days,
JD-386,GCP Site Reliability Engineer,Stewart PLC,Austin,TX,"Austin, TX",USA,Remote,2025-04-10,2025-04-23,Senior,Part-time,Healthcare,"$165,351","$224,371","$194,861","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,1,"$171,059",1 day,
JD-387,GCP Infrastructure Consultant,"Wilson, Stewart and Hobbs",Dallas,TX,"Dallas, TX",USA,Remote,2025-03-03,2025-05-22,Senior,Full-time,Telecommunications,"$209,095","$317,858","$263,476","['GKE', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,39,"$171,059",older than 30 days,
JD-388,GCP Infrastructure Consultant,Cannon Group,Denver,CO,"Denver, CO",USA,Hybrid,2025-03-22,2025-03-14,Entry-level,Contract,Finance,"$67,536","$99,491","$83,513","['GKE', 'Docker', 'CI/CD', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Expired,Operations,USD,20,"$152,551",30 days,
JD-389,GCP DevOps Engineer,Ramos-Peck,Miami,FL,"Miami, FL",USA,Remote,2025-02-19,2025-03-29,Senior,Part-time,E-commerce,"$138,406","$216,435","$177,420","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Expired,Operations,USD,51,"$164,546",older than 30 days,
JD-390,GCP DevOps Engineer,"Mahoney, Hill and Maxwell",Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,2025-04-07,2025-05-25,Mid-level,Full-time,E-commerce,"$119,112","$143,210","$131,161","['Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,4,"$169,536",5 days,
