job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,job_posted_range,state_avg_salary
JD-636,Cloud Data Engineer,Jacobson Ltd,Nashville,TN,"Nashville, TN",USA,Hybrid,1/22/2025,3/5/2025,Senior,Full-time,Finance,195431,393493,294462,"['Linux', 'Python', 'Azure DevOps', 'CloudFormation', 'Kubernetes']","['Google Professional Cloud Architect', 'Terraform Associate']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,79,Older than 30 Days,162482.82
JD-637,AWS Cloud Engineer,"Riley, Barnes and Burgess",Philadelphia,PA,"Philadelphia, PA",USA,Remote,2/23/2025,4/7/2025,Senior,Contract,E-commerce,238058,335194,286626,"['CloudFormation', 'Kubernetes', 'Azure DevOps', 'CI/CD', 'GCP', 'Docker', 'AWS EC2', 'Terraform']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,47,Older than 30 Days,164775.67
JD-638,Site Reliability Engineer,Hall-Rodriguez,Seattle,WA,"Seattle, WA",USA,Remote,4/8/2025,5/28/2025,Entry-level,Contract,Telecommunications,62748,81018,71883,"['Azure DevOps', 'GCP', 'Terraform', 'AWS EC2', 'CloudFormation', 'Python', 'Kubernetes']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,3,Posted in Last 5 Days,172275.04
JD-639,Cloud Data Engineer,Young Group,New York,NY,"New York, NY",USA,On-site,2/2/2025,3/1/2025,Entry-level,Full-time,Finance,79996,97843,88919,"['GCP', 'AWS EC2', 'Kubernetes', 'CloudFormation', 'CI/CD', 'Linux', 'Azure DevOps']",['Terraform Associate'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,68,Older than 30 Days,169521.14
JD-640,Google Cloud Platform Engineer,Bennett and Sons,Nashville,TN,"Nashville, TN",USA,Hybrid,4/5/2025,4/26/2025,Senior,Contract,Telecommunications,196599,373301,284950,"['AWS EC2', 'Terraform', 'Docker', 'Kubernetes', 'Linux', 'GCP', 'Python']",['Google Professional Cloud Architect'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,6,Posted in Last 10 Days,162482.82
JD-641,Cloud Infrastructure Engineer,Richards-Brown,Minneapolis,MN,"Minneapolis, MN",USA,On-site,1/18/2025,3/3/2025,Senior,Contract,E-commerce,145391,208708,177049,"['Docker', 'Terraform', 'Azure DevOps', 'CI/CD', 'GCP', 'CloudFormation', 'Kubernetes', 'Linux']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,83,Older than 30 Days,166680.8
JD-642,Azure DevOps Specialist,Robinson PLC,Seattle,WA,"Seattle, WA",USA,On-site,2/22/2025,4/15/2025,Entry-level,Full-time,Education,64807,94205,79506,"['AWS EC2', 'Python', 'CloudFormation', 'CI/CD', 'Azure DevOps', 'GCP']",['Google Professional Cloud Architect'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,48,Older than 30 Days,172275.04
JD-643,AWS Cloud Engineer,Hughes and Sons,Boston,MA,"Boston, MA",USA,On-site,2/24/2025,4/21/2025,Mid-level,Contract,Education,101170,139996,120583,"['CloudFormation', 'Azure DevOps', 'CI/CD', 'GCP', 'AWS EC2', 'Linux']",['Terraform Associate'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,46,Older than 30 Days,157901.38
JD-644,Site Reliability Engineer,"Lee, Howard and Nelson",Las Vegas,NV,"Las Vegas, NV",USA,Remote,2/24/2025,4/15/2025,Senior,Contract,Finance,157304,214646,185975,"['AWS EC2', 'GCP', 'Linux', 'CloudFormation', 'Kubernetes']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,46,Older than 30 Days,169535.59
JD-645,Site Reliability Engineer,Johnson PLC,San Diego,CA,"San Diego, CA",USA,Remote,2/12/2025,3/19/2025,Senior,Contract,E-commerce,192310,301673,246991,"['Terraform', 'GCP', 'Docker', 'Azure DevOps', 'Linux']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,58,Older than 30 Days,158378.38
JD-646,AWS Cloud Engineer,Taylor-York,Phoenix,AZ,"Phoenix, AZ",USA,On-site,1/16/2025,3/9/2025,Mid-level,Full-time,Healthcare,103395,140059,121727,"['Python', 'Azure DevOps', 'CI/CD', 'GCP', 'Terraform', 'Kubernetes', 'Linux']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,85,Older than 30 Days,172578.9
JD-647,Site Reliability Engineer,Jackson-Cooper,Phoenix,AZ,"Phoenix, AZ",USA,On-site,2/24/2025,3/18/2025,Senior,Contract,Education,151693,224009,187851,"['CloudFormation', 'GCP', 'Python', 'Azure DevOps', 'Linux', 'Terraform', 'Kubernetes']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,46,Older than 30 Days,172578.9
JD-648,Cloud Solutions Architect,Munoz-Clarke,Atlanta,GA,"Atlanta, GA",USA,Remote,4/7/2025,5/29/2025,Senior,Contract,Finance,223219,259750,241484,"['CI/CD', 'CloudFormation', 'Azure DevOps', 'Python', 'GCP', 'Docker']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,4,Posted in Last 5 Days,158840.08
JD-649,DevOps Engineer,"Whitehead, Lane and Tran",Boston,MA,"Boston, MA",USA,Hybrid,3/13/2025,4/16/2025,Entry-level,Full-time,Education,56375,94700,75537,"['CI/CD', 'Linux', 'GCP', 'AWS EC2', 'Docker', 'Terraform', 'Kubernetes']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,29,Posted in Last 30 Days,157901.38
JD-650,Cloud Infrastructure Engineer,Jenkins PLC,Charlotte,NC,"Charlotte, NC",USA,On-site,2/2/2025,3/14/2025,Senior,Contract,Education,131944,199678,165811,"['Python', 'CloudFormation', 'Azure DevOps', 'Linux', 'CI/CD']",['AWS Certified Solutions Architect'],AWS,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,68,Older than 30 Days,171317.19
JD-651,Azure DevOps Specialist,Vargas Group,Phoenix,AZ,"Phoenix, AZ",USA,Hybrid,2/27/2025,4/6/2025,Entry-level,Contract,Healthcare,58410,93156,75783,"['CI/CD', 'CloudFormation', 'Terraform', 'Kubernetes', 'Docker', 'AWS EC2', 'Python']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",AWS,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,43,Older than 30 Days,172578.9
JD-652,AWS Cloud Engineer,Blair Ltd,Miami,FL,"Miami, FL",USA,Hybrid,2/7/2025,3/30/2025,Senior,Contract,Healthcare,233731,301249,267490,"['Linux', 'AWS EC2', 'Terraform', 'GCP', 'CloudFormation']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,63,Older than 30 Days,164545.78
JD-653,DevOps Engineer,Wright Group,Nashville,TN,"Nashville, TN",USA,On-site,4/5/2025,4/29/2025,Entry-level,Full-time,Education,56020,87021,71520,"['CloudFormation', 'GCP', 'CI/CD', 'Python', 'Azure DevOps']",['Terraform Associate'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,6,Posted in Last 10 Days,162482.82
JD-654,AWS Cloud Engineer,Snow PLC,San Francisco,CA,"San Francisco, CA",USA,Remote,3/8/2025,4/3/2025,Entry-level,Full-time,Education,61166,84532,72849,"['Terraform', 'Docker', 'Azure DevOps', 'Python', 'AWS EC2']",['Terraform Associate'],AWS,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,34,Older than 30 Days,158378.38
JD-655,Cloud Solutions Architect,"Villanueva, Butler and Williams",Austin,TX,"Austin, TX",USA,Remote,1/25/2025,3/24/2025,Mid-level,Full-time,Education,112474,128787,120630,"['CloudFormation', 'Kubernetes', 'Python', 'Linux', 'Docker', 'AWS EC2']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,76,Older than 30 Days,171058.7
JD-656,Cloud Solutions Architect,"Mack, Johnson and Schmidt",Chicago,IL,"Chicago, IL",USA,On-site,2/25/2025,3/15/2025,Mid-level,Contract,Telecommunications,103693,122380,113036,"['Python', 'Azure DevOps', 'Docker', 'CI/CD', 'GCP', 'AWS EC2']","['Microsoft Azure Fundamentals', 'Terraform Associate']",GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,45,Older than 30 Days,159980.67
JD-657,Cloud Security Engineer,"Nicholson, Chavez and Allen",Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,2/26/2025,3/22/2025,Senior,Full-time,E-commerce,201825,394524,298174,"['AWS EC2', 'Docker', 'Python', 'Kubernetes', 'CI/CD']",['AWS Certified Solutions Architect'],AWS,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,44,Older than 30 Days,169535.59
JD-658,Cloud Data Engineer,Steele Group,Charlotte,NC,"Charlotte, NC",USA,On-site,3/6/2025,4/27/2025,Senior,Full-time,E-commerce,227929,382929,305429,"['Python', 'Linux', 'GCP', 'Docker', 'Terraform', 'Azure DevOps', 'AWS EC2']",['Terraform Associate'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,36,Older than 30 Days,171317.19
JD-659,AWS Cloud Engineer,Howard and Sons,Chicago,IL,"Chicago, IL",USA,On-site,2/1/2025,3/16/2025,Senior,Contract,Education,160214,185255,172734,"['Linux', 'GCP', 'Azure DevOps', 'CloudFormation', 'AWS EC2', 'Python', 'Terraform', 'Kubernetes']",['Google Professional Cloud Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,69,Older than 30 Days,159980.67
JD-660,AWS Cloud Engineer,Smith Ltd,New York,NY,"New York, NY",USA,Hybrid,3/14/2025,5/7/2025,Senior,Full-time,Education,191326,288297,239811,"['Python', 'Azure DevOps', 'Linux', 'Kubernetes', 'Docker', 'GCP', 'Terraform', 'CloudFormation']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,28,Posted in Last 30 Days,169521.14
JD-661,DevOps Engineer,Warner PLC,Seattle,WA,"Seattle, WA",USA,Hybrid,2/9/2025,3/17/2025,Senior,Contract,Education,183518,251343,217430,"['GCP', 'Kubernetes', 'AWS EC2', 'Terraform', 'Python', 'Docker']","['AWS Certified Solutions Architect', 'Terraform Associate']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,61,Older than 30 Days,172275.04
JD-662,Cloud Data Engineer,"Johnson, Gibson and Ingram",Las Vegas,NV,"Las Vegas, NV",USA,Remote,3/24/2025,5/7/2025,Senior,Contract,Finance,134201,180459,157330,"['Kubernetes', 'Python', 'Linux', 'CloudFormation', 'GCP', 'Azure DevOps']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,18,Posted in Last 30 Days,169535.59
JD-663,Azure DevOps Specialist,"Sullivan, Clarke and Wood",Nashville,TN,"Nashville, TN",USA,Remote,4/5/2025,6/2/2025,Entry-level,Contract,Healthcare,70211,99231,84721,"['Azure DevOps', 'Terraform', 'GCP', 'CloudFormation', 'CI/CD', 'AWS EC2', 'Docker']",['Terraform Associate'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,6,Posted in Last 10 Days,162482.82
JD-664,Cloud Security Engineer,"Schultz, Dalton and Jones",Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,2/25/2025,4/11/2025,Senior,Contract,Education,193560,265369,229464,"['Terraform', 'Linux', 'Docker', 'Kubernetes', 'GCP', 'Azure DevOps', 'Python']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,45,Older than 30 Days,169535.59
JD-665,Cloud Security Engineer,"Cook, Johnson and Simmons",New York,NY,"New York, NY",USA,Remote,4/7/2025,4/24/2025,Senior,Contract,Finance,134415,177002,155708,"['Terraform', 'GCP', 'CloudFormation', 'AWS EC2', 'Azure DevOps']","['Google Professional Cloud Architect', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,4,Posted in Last 5 Days,169521.14
JD-666,Azure DevOps Specialist,"Shah, Daniels and Norton",Philadelphia,PA,"Philadelphia, PA",USA,On-site,2/6/2025,3/3/2025,Senior,Contract,E-commerce,167050,202034,184542,"['CloudFormation', 'Python', 'Terraform', 'GCP', 'AWS EC2', 'Kubernetes']","['Google Professional Cloud Architect', 'Terraform Associate']",GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,64,Older than 30 Days,164775.67
JD-667,Cloud Data Engineer,"Miller, Gilmore and Fitzgerald",Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,3/28/2025,5/1/2025,Senior,Contract,E-commerce,222112,369306,295709,"['Python', 'CI/CD', 'CloudFormation', 'Docker', 'Azure DevOps', 'Linux', 'GCP']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,14,Posted in Last 30 Days,160070.32
JD-668,Azure DevOps Specialist,"Dougherty, Leonard and Barron",Philadelphia,PA,"Philadelphia, PA",USA,On-site,1/16/2025,2/2/2025,Mid-level,Full-time,Education,104444,130559,117501,"['Kubernetes', 'Docker', 'Azure DevOps', 'GCP', 'Linux', 'CloudFormation', 'AWS EC2']","['Terraform Associate', 'Google Professional Cloud Architect']",GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,85,Older than 30 Days,164775.67
JD-669,Cloud Data Engineer,Diaz-Harvey,Detroit,MI,"Detroit, MI",USA,Hybrid,1/21/2025,2/10/2025,Senior,Full-time,Telecommunications,152511,203532,178021,"['Linux', 'Terraform', 'CI/CD', 'CloudFormation', 'Python', 'AWS EC2', 'Docker', 'GCP']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,80,Older than 30 Days,171648.94
JD-670,Cloud Data Engineer,Thompson-Hansen,Denver,CO,"Denver, CO",USA,On-site,2/15/2025,3/12/2025,Senior,Full-time,E-commerce,162985,197264,180124,"['Terraform', 'CI/CD', 'GCP', 'Python', 'AWS EC2', 'Azure DevOps', 'CloudFormation']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,55,Older than 30 Days,152551.08
JD-671,Google Cloud Platform Engineer,"Fletcher, Harris and Zavala",San Diego,CA,"San Diego, CA",USA,Hybrid,1/17/2025,2/6/2025,Entry-level,Full-time,Healthcare,53184,84819,69001,"['Azure DevOps', 'CI/CD', 'Kubernetes', 'Linux', 'Python']","['Terraform Associate', 'Google Professional Cloud Architect']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,84,Older than 30 Days,158378.38
JD-672,Cloud Security Engineer,"Wilson, Mendoza and Crosby",Phoenix,AZ,"Phoenix, AZ",USA,Remote,2/3/2025,2/25/2025,Senior,Contract,E-commerce,167806,198004,182905,"['Terraform', 'GCP', 'Docker', 'CI/CD', 'Python', 'Linux']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,67,Older than 30 Days,172578.9
JD-673,DevOps Engineer,"Clark, Mcgee and Perez",Philadelphia,PA,"Philadelphia, PA",USA,On-site,3/8/2025,4/13/2025,Senior,Contract,Telecommunications,197597,253268,225432,"['Linux', 'Azure DevOps', 'Python', 'AWS EC2', 'CloudFormation', 'CI/CD', 'Docker']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,34,Older than 30 Days,164775.67
JD-674,DevOps Engineer,Gordon-Henderson,San Diego,CA,"San Diego, CA",USA,On-site,2/14/2025,3/19/2025,Senior,Contract,Finance,155335,171322,163328,"['CloudFormation', 'Docker', 'GCP', 'Terraform', 'Azure DevOps', 'Linux']","['Terraform Associate', 'AWS Certified Solutions Architect']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,56,Older than 30 Days,158378.38
JD-675,Cloud Data Engineer,Watson Group,Chicago,IL,"Chicago, IL",USA,On-site,1/16/2025,2/3/2025,Senior,Contract,Education,224033,391334,307683,"['CI/CD', 'Python', 'Azure DevOps', 'Docker', 'AWS EC2', 'CloudFormation', 'Linux']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,85,Older than 30 Days,159980.67
JD-676,Azure DevOps Specialist,"Rose, Martinez and Mckinney",Austin,TX,"Austin, TX",USA,Hybrid,2/27/2025,3/21/2025,Mid-level,Full-time,Telecommunications,99097,121139,110118,"['CloudFormation', 'Docker', 'AWS EC2', 'Terraform', 'CI/CD', 'Python']","['Microsoft Azure Fundamentals', 'Google Professional Cloud Architect']",GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,43,Older than 30 Days,171058.7
JD-677,Site Reliability Engineer,"Lam, Hayes and Richardson",Boston,MA,"Boston, MA",USA,On-site,3/17/2025,5/9/2025,Senior,Contract,Education,212662,386248,299455,"['Kubernetes', 'Python', 'Linux', 'AWS EC2', 'GCP']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,25,Posted in Last 30 Days,157901.38
JD-678,Cloud Data Engineer,"Lamb, Everett and Jones",Austin,TX,"Austin, TX",USA,Hybrid,3/17/2025,4/26/2025,Senior,Full-time,E-commerce,156842,207332,182087,"['Python', 'Docker', 'Terraform', 'AWS EC2', 'Azure DevOps', 'GCP']","['Google Professional Cloud Architect', 'Terraform Associate']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,25,Posted in Last 30 Days,171058.7
JD-679,Azure DevOps Specialist,Miller-Myers,Seattle,WA,"Seattle, WA",USA,Remote,4/7/2025,6/6/2025,Senior,Contract,Healthcare,184603,285424,235013,"['GCP', 'Linux', 'Docker', 'Kubernetes', 'Terraform', 'AWS EC2']","['Microsoft Azure Fundamentals', 'Google Professional Cloud Architect']",GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,4,Posted in Last 5 Days,172275.04
JD-680,Google Cloud Platform Engineer,Mullen-Jones,Atlanta,GA,"Atlanta, GA",USA,Remote,1/28/2025,2/24/2025,Senior,Contract,Telecommunications,226156,360673,293414,"['Kubernetes', 'Python', 'CloudFormation', 'GCP', 'Linux']",['Terraform Associate'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,73,Older than 30 Days,158840.08
JD-681,Cloud Data Engineer,Rodriguez-Hernandez,Dallas,TX,"Dallas, TX",USA,Remote,1/26/2025,3/26/2025,Senior,Full-time,Healthcare,190167,334610,262388,"['CI/CD', 'Azure DevOps', 'CloudFormation', 'Linux', 'Docker', 'GCP', 'Kubernetes']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,75,Older than 30 Days,171058.7
JD-682,Google Cloud Platform Engineer,Meyer Ltd,Portland,OR,"Portland, OR",USA,Remote,1/25/2025,3/23/2025,Mid-level,Contract,Education,92491,126614,109552,"['AWS EC2', 'Terraform', 'CI/CD', 'CloudFormation', 'Linux', 'Python', 'Docker', 'GCP']","['Microsoft Azure Fundamentals', 'Google Professional Cloud Architect']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,76,Older than 30 Days,166068.75
JD-683,Cloud Solutions Architect,Butler-Fleming,Portland,OR,"Portland, OR",USA,Remote,1/13/2025,2/2/2025,Mid-level,Contract,Education,91456,128947,110201,"['Python', 'Azure DevOps', 'GCP', 'Terraform', 'CI/CD', 'Kubernetes']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,88,Older than 30 Days,166068.75
