job-id,title,company,location,posted_date,description,requirements,salary_range,source,employment_type,experience_level,application_deadline,remote_option,company_size,industry,benefits,skills_preferred,job_status,application_url,company_website,posted_by,last_updated,keywords,work_hours,timezone,contact_email
JD-300,AWS Cloud Developer,CloudXperts,"New York, NY",2/4/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$117179 - $115974,Indeed,Internship,Senior,3/30/25,Hybrid,741 employees,Cybersecurity,"['Professional development stipend', 'Remote work option', 'Health insurance']","['Understanding of serverless architecture', 'Experience with CI/CD pipelines']",Open,https://www.cloudxperts.com/careers/JD1300,https://www.cloudxperts.com,Andrew Cabrera,2/16/25,"['EKS', 'GCP', 'Azure']",40 hours/week,PST,careers@cloudxperts.com
JD-301,Azure Cloud Engineer,NextGen IT,"Chicago, IL",2/15/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$128169 - $95254,LinkedIn,Contract,Senior,3/11/25,Remote,883 employees,Cloud Computing,"['Remote work option', 'Health insurance', '401(k) matching', 'Professional development stipend']","['Knowledge of Terraform', 'Experience with CI/CD pipelines']",Open,https://www.nextgenit.com/careers/JD1301,https://www.nextgenit.com,Kenneth Evans,2/14/25,"['ECS', 'Docker', 'AWS', 'Cloud Developer', 'Azure', 'Python']",40 hours/week,PST,careers@nextgenit.com
JD-302,AWS Cloud Developer,NextGen IT,"Seattle, WA",1/27/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$106579 - $95327,Glassdoor,Part-time,Senior,4/2/25,Hybrid,508 employees,Cybersecurity,"['Remote work option', 'Health insurance', 'Professional development stipend']","['Experience with CI/CD pipelines', 'Understanding of serverless architecture']",Open,https://www.nextgenit.com/careers/JD1302,https://www.nextgenit.com,Angela Walters,2/19/25,"['Docker', 'EKS', 'DevOps', 'Python']",40 hours/week,MST,careers@nextgenit.com
JD-303,DevOps Engineer,TechSolutions Inc.,"Seattle, WA",2/16/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$80772 - $106110,Indeed,Internship,Senior,2/28/25,Remote,344 employees,Cloud Computing,"['Professional development stipend', 'Paid time off']",['Kubernetes expertise'],Open,https://www.techsolutionsinc..com/careers/JD1303,https://www.techsolutionsinc..com,Christopher Stafford,2/22/25,"['Python', 'GCP', 'DevOps']",40 hours/week,EST,careers@techsolutionsinc..com
JD-304,Azure Cloud Engineer,CloudXperts,"San Francisco, CA",2/9/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$111260 - $156851,Company Website,Part-time,Senior,4/10/25,Remote,96 employees,Cybersecurity,"['Paid time off', 'Health insurance']","['Kubernetes expertise', 'Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.cloudxperts.com/careers/JD1304,https://www.cloudxperts.com,Melissa Reid,2/18/25,"['GCP', 'EKS', 'Python', 'DevOps', 'Azure', 'Cloud Developer']",40 hours/week,EST,careers@cloudxperts.com
JD-305,Cloud Security Analyst,CloudXperts,"Chicago, IL",2/7/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$107788 - $92855,LinkedIn,Internship,Entry-level,4/7/25,Hybrid,819 employees,Information Technology,"['Remote work option', 'Paid time off', '401(k) matching']",['Kubernetes expertise'],Open,https://www.cloudxperts.com/careers/JD1305,https://www.cloudxperts.com,Melissa Sims,2/21/25,"['Azure', 'GCP', 'Cloud Developer', 'Docker']",40 hours/week,MST,careers@cloudxperts.com
JD-306,AWS Cloud Developer,TechSolutions Inc.,"Chicago, IL",2/11/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$110189 - $112417,Indeed,Contract,Entry-level,3/3/25,Remote,135 employees,Software Development,"['Professional development stipend', '401(k) matching', 'Health insurance']",['Understanding of serverless architecture'],Open,https://www.techsolutionsinc..com/careers/JD1306,https://www.techsolutionsinc..com,Joseph Gallegos,2/15/25,"['DevOps', 'EKS', 'Docker', 'Java', 'ECS']",40 hours/week,PST,careers@techsolutionsinc..com
JD-307,DevOps Engineer,NextGen IT,"Austin, TX",2/5/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$96295 - $101830,LinkedIn,Part-time,Entry-level,3/28/25,Remote,200 employees,Cloud Computing,"['Professional development stipend', 'Health insurance']",['Experience with CI/CD pipelines'],Open,https://www.nextgenit.com/careers/JD1307,https://www.nextgenit.com,Kylie Black,2/15/25,"['AWS', 'Azure', 'DevOps', 'Docker', 'Java', 'Cloud Developer']",40 hours/week,CST,careers@nextgenit.com
JD-308,Cloud Security Analyst,TechSolutions Inc.,"Austin, TX",2/18/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$96436 - $154692,Glassdoor,Internship,Senior,3/30/25,Remote,370 employees,Software Development,"['Remote work option', 'Professional development stipend', '401(k) matching']","['Experience with CI/CD pipelines', 'Kubernetes expertise']",Open,https://www.techsolutionsinc..com/careers/JD1308,https://www.techsolutionsinc..com,Kristi Rocha,2/21/25,"['Java', 'Cloud Developer', 'ECS', 'EKS']",40 hours/week,EST,careers@techsolutionsinc..com
JD-309,GCP Cloud Architect,NextGen IT,"New York, NY",1/31/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$133825 - $104392,LinkedIn,Internship,Senior,3/13/25,Remote,348 employees,Cloud Computing,"['Paid time off', 'Remote work option', 'Professional development stipend', 'Health insurance']",['Experience with CI/CD pipelines'],Open,https://www.nextgenit.com/careers/JD1309,https://www.nextgenit.com,Kathryn Vega,2/15/25,"['Java', 'DevOps', 'Azure', 'Python', 'Docker', 'ECS']",40 hours/week,MST,careers@nextgenit.com
JD-310,Azure Cloud Engineer,SkyHigh Systems,"Austin, TX",2/4/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$139168 - $106624,LinkedIn,Part-time,Mid-level,3/7/25,Remote,181 employees,Cybersecurity,"['Remote work option', 'Professional development stipend', 'Health insurance']","['Understanding of serverless architecture', 'Knowledge of Terraform', 'Kubernetes expertise']",Open,https://www.skyhighsystems.com/careers/JD1310,https://www.skyhighsystems.com,Hannah Burns,2/17/25,"['Cloud Developer', 'AWS', 'ECS']",40 hours/week,PST,careers@skyhighsystems.com
JD-311,GCP Cloud Architect,SkyHigh Systems,"Chicago, IL",2/9/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$100401 - $93384,Indeed,Full-time,Entry-level,3/9/25,Hybrid,839 employees,Cybersecurity,"['Paid time off', 'Remote work option', '401(k) matching', 'Professional development stipend']","['Kubernetes expertise', 'Knowledge of Terraform']",Open,https://www.skyhighsystems.com/careers/JD1311,https://www.skyhighsystems.com,Michael Phillips,2/13/25,"['ECS', 'Python', 'DevOps', 'EKS', 'AWS', 'Azure']",40 hours/week,EST,careers@skyhighsystems.com
JD-312,AWS Cloud Developer,TechSolutions Inc.,"Seattle, WA",1/24/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$104814 - $120820,Company Website,Contract,Senior,4/10/25,Remote,716 employees,Information Technology,"['Remote work option', 'Health insurance', 'Professional development stipend', 'Paid time off']","['Experience with CI/CD pipelines', 'Understanding of serverless architecture']",Open,https://www.techsolutionsinc..com/careers/JD1312,https://www.techsolutionsinc..com,Steven Olson,2/19/25,"['AWS', 'EKS', 'Docker', 'ECS', 'Cloud Developer']",40 hours/week,MST,careers@techsolutionsinc..com
JD-313,GCP Cloud Architect,InnovateTech,"San Francisco, CA",2/8/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$138121 - $134448,Indeed,Part-time,Senior,3/20/25,On-site,833 employees,Cloud Computing,"['Professional development stipend', 'Paid time off', '401(k) matching']",['Knowledge of Terraform'],Open,https://www.innovatetech.com/careers/JD1313,https://www.innovatetech.com,Bryan Andrews,2/15/25,"['GCP', 'Java', 'AWS', 'Python', 'Docker', 'ECS']",40 hours/week,EST,careers@innovatetech.com
JD-314,Azure Cloud Engineer,InnovateTech,"San Francisco, CA",2/21/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$81053 - $109176,Glassdoor,Contract,Entry-level,3/14/25,Hybrid,332 employees,Information Technology,"['401(k) matching', 'Professional development stipend', 'Paid time off']","['Knowledge of Terraform', 'Understanding of serverless architecture']",Open,https://www.innovatetech.com/careers/JD1314,https://www.innovatetech.com,Joel Brock,2/20/25,"['Python', 'DevOps', 'GCP']",40 hours/week,EST,careers@innovatetech.com
JD-315,DevOps Engineer,TechSolutions Inc.,"Chicago, IL",1/24/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$98075 - $93361,Glassdoor,Internship,Entry-level,4/22/25,Hybrid,422 employees,Cybersecurity,"['Paid time off', 'Remote work option', 'Health insurance', '401(k) matching']","['Knowledge of Terraform', 'Experience with CI/CD pipelines']",Open,https://www.techsolutionsinc..com/careers/JD1315,https://www.techsolutionsinc..com,Samantha Jones,2/13/25,"['Docker', 'Cloud Developer', 'GCP', 'DevOps', 'AWS', 'Java']",40 hours/week,EST,careers@techsolutionsinc..com
JD-316,DevOps Engineer,CloudXperts,"Austin, TX",1/29/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$138195 - $130425,Glassdoor,Internship,Mid-level,4/4/25,On-site,377 employees,Software Development,"['Health insurance', 'Professional development stipend', '401(k) matching', 'Paid time off']","['Kubernetes expertise', 'Knowledge of Terraform', 'Understanding of serverless architecture']",Open,https://www.cloudxperts.com/careers/JD1316,https://www.cloudxperts.com,Tiffany Bennett,2/14/25,"['DevOps', 'GCP', 'Azure']",40 hours/week,PST,careers@cloudxperts.com
JD-317,Cloud Security Analyst,NextGen IT,"Chicago, IL",1/28/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$100360 - $104458,LinkedIn,Internship,Mid-level,3/28/25,Hybrid,968 employees,Cloud Computing,"['401(k) matching', 'Paid time off', 'Health insurance']","['Experience with CI/CD pipelines', 'Knowledge of Terraform', 'Kubernetes expertise']",Open,https://www.nextgenit.com/careers/JD1317,https://www.nextgenit.com,Jeffrey Jones,2/13/25,"['Cloud Developer', 'Java', 'Docker', 'DevOps', 'GCP']",40 hours/week,MST,careers@nextgenit.com
JD-318,Cloud Security Analyst,NextGen IT,"Austin, TX",2/15/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$86809 - $100352,Company Website,Contract,Senior,4/17/25,Hybrid,509 employees,Cybersecurity,"['Health insurance', 'Professional development stipend']","['Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.nextgenit.com/careers/JD1318,https://www.nextgenit.com,Daniel Sims,2/15/25,"['DevOps', 'EKS', 'AWS']",40 hours/week,CST,careers@nextgenit.com
JD-319,DevOps Engineer,InnovateTech,"San Francisco, CA",2/5/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$127050 - $143277,Indeed,Internship,Senior,3/5/25,Remote,231 employees,Cloud Computing,"['Remote work option', 'Professional development stipend', 'Health insurance', '401(k) matching']","['Understanding of serverless architecture', 'Experience with CI/CD pipelines', 'Knowledge of Terraform']",Open,https://www.innovatetech.com/careers/JD1319,https://www.innovatetech.com,Patrick Gonzalez,2/21/25,"['Java', 'Azure', 'DevOps', 'GCP']",40 hours/week,CST,careers@innovatetech.com
JD-320,Cloud Security Analyst,TechSolutions Inc.,"Seattle, WA",2/21/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$139546 - $123205,Indeed,Internship,Mid-level,3/5/25,On-site,819 employees,Information Technology,"['401(k) matching', 'Remote work option', 'Paid time off']","['Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.techsolutionsinc..com/careers/JD1320,https://www.techsolutionsinc..com,James Curtis,2/21/25,"['Azure', 'AWS', 'Java', 'EKS', 'GCP', 'DevOps']",40 hours/week,MST,careers@techsolutionsinc..com
JD-321,Cloud Security Analyst,CloudXperts,"Chicago, IL",2/9/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$81367 - $159921,LinkedIn,Part-time,Mid-level,4/8/25,Remote,398 employees,Information Technology,"['401(k) matching', 'Remote work option', 'Professional development stipend', 'Paid time off']","['Knowledge of Terraform', 'Kubernetes expertise']",Open,https://www.cloudxperts.com/careers/JD1321,https://www.cloudxperts.com,Cindy Valencia,2/18/25,"['EKS', 'Docker', 'ECS', 'Azure', 'GCP', 'Cloud Developer']",40 hours/week,PST,careers@cloudxperts.com
JD-322,AWS Cloud Developer,NextGen IT,"San Francisco, CA",1/27/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$122098 - $111954,LinkedIn,Full-time,Senior,3/24/25,Hybrid,286 employees,Software Development,"['401(k) matching', 'Professional development stipend', 'Remote work option', 'Health insurance']","['Kubernetes expertise', 'Understanding of serverless architecture']",Open,https://www.nextgenit.com/careers/JD1322,https://www.nextgenit.com,Michael Romero,2/19/25,"['ECS', 'Cloud Developer', 'Python', 'AWS', 'Docker', 'EKS']",40 hours/week,MST,careers@nextgenit.com
JD-323,DevOps Engineer,NextGen IT,"San Francisco, CA",2/5/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$117991 - $141948,Indeed,Internship,Entry-level,3/5/25,On-site,992 employees,Cybersecurity,"['401(k) matching', 'Professional development stipend', 'Paid time off', 'Remote work option']","['Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.nextgenit.com/careers/JD1323,https://www.nextgenit.com,Dominique Barber,2/16/25,"['DevOps', 'Java', 'Docker']",40 hours/week,EST,careers@nextgenit.com
JD-324,Azure Cloud Engineer,CloudXperts,"San Francisco, CA",2/2/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$81496 - $135812,Indeed,Full-time,Entry-level,4/13/25,Hybrid,467 employees,Information Technology,"['Remote work option', 'Professional development stipend', 'Paid time off', 'Health insurance']","['Understanding of serverless architecture', 'Kubernetes expertise']",Open,https://www.cloudxperts.com/careers/JD1324,https://www.cloudxperts.com,Michelle Tapia,2/15/25,"['Cloud Developer', 'AWS', 'EKS', 'Python', 'DevOps']",40 hours/week,EST,careers@cloudxperts.com
JD-325,Azure Cloud Engineer,CloudXperts,"Seattle, WA",2/20/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$103127 - $118477,Company Website,Part-time,Senior,4/23/25,Hybrid,633 employees,Software Development,"['Professional development stipend', 'Health insurance', 'Paid time off']","['Experience with CI/CD pipelines', 'Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.cloudxperts.com/careers/JD1325,https://www.cloudxperts.com,Tamara Richards,2/19/25,"['Java', 'EKS', 'DevOps', 'Cloud Developer', 'AWS', 'Python']",40 hours/week,PST,careers@cloudxperts.com
JD-326,Azure Cloud Engineer,SkyHigh Systems,"San Francisco, CA",2/5/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$96222 - $155337,Indeed,Contract,Senior,3/29/25,Remote,928 employees,Cloud Computing,"['401(k) matching', 'Paid time off', 'Remote work option', 'Professional development stipend']",['Knowledge of Terraform'],Open,https://www.skyhighsystems.com/careers/JD1326,https://www.skyhighsystems.com,Kathleen Moreno,2/20/25,"['EKS', 'Cloud Developer', 'Java', 'GCP']",40 hours/week,MST,careers@skyhighsystems.com
JD-327,GCP Cloud Architect,SkyHigh Systems,"Chicago, IL",1/28/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$138477 - $115408,LinkedIn,Full-time,Entry-level,4/11/25,Remote,178 employees,Cybersecurity,"['401(k) matching', 'Paid time off']","['Kubernetes expertise', 'Experience with CI/CD pipelines']",Open,https://www.skyhighsystems.com/careers/JD1327,https://www.skyhighsystems.com,Bobby Greene,2/13/25,"['Java', 'DevOps', 'Azure', 'Cloud Developer', 'Python', 'ECS']",40 hours/week,MST,careers@skyhighsystems.com
JD-328,GCP Cloud Architect,SkyHigh Systems,"Chicago, IL",1/24/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$125089 - $116171,LinkedIn,Part-time,Entry-level,3/6/25,On-site,245 employees,Cloud Computing,"['Remote work option', 'Professional development stipend', 'Paid time off']",['Knowledge of Terraform'],Open,https://www.skyhighsystems.com/careers/JD1328,https://www.skyhighsystems.com,Christina Miller,2/19/25,"['ECS', 'DevOps', 'EKS']",40 hours/week,CST,careers@skyhighsystems.com
JD-329,DevOps Engineer,SkyHigh Systems,"Chicago, IL",2/18/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$135630 - $121055,Company Website,Contract,Senior,2/28/25,On-site,664 employees,Information Technology,"['Remote work option', 'Paid time off', 'Health insurance', '401(k) matching']",['Knowledge of Terraform'],Open,https://www.skyhighsystems.com/careers/JD1329,https://www.skyhighsystems.com,Sean Hubbard,2/15/25,"['DevOps', 'Azure', 'Cloud Developer', 'ECS', 'AWS']",40 hours/week,EST,careers@skyhighsystems.com
JD-330,GCP Cloud Architect,InnovateTech,"New York, NY",2/6/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$88525 - $95694,Glassdoor,Part-time,Entry-level,3/9/25,On-site,750 employees,Software Development,"['Remote work option', 'Health insurance', 'Professional development stipend']","['Knowledge of Terraform', 'Understanding of serverless architecture']",Open,https://www.innovatetech.com/careers/JD1330,https://www.innovatetech.com,Barry Taylor,2/14/25,"['EKS', 'Docker', 'Python']",40 hours/week,MST,careers@innovatetech.com
JD-331,DevOps Engineer,NextGen IT,"Seattle, WA",2/20/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$138659 - $98069,Company Website,Internship,Mid-level,3/26/25,Hybrid,946 employees,Cybersecurity,"['Remote work option', 'Professional development stipend', 'Paid time off']",['Knowledge of Terraform'],Open,https://www.nextgenit.com/careers/JD1331,https://www.nextgenit.com,Jason Rodriguez MD,2/19/25,"['Docker', 'Java', 'GCP', 'AWS', 'ECS', 'Python']",40 hours/week,CST,careers@nextgenit.com
JD-332,Azure Cloud Engineer,CloudXperts,"Seattle, WA",2/19/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$111864 - $139301,Glassdoor,Contract,Mid-level,4/14/25,On-site,835 employees,Cloud Computing,"['Paid time off', 'Professional development stipend', 'Remote work option', '401(k) matching']","['Kubernetes expertise', 'Knowledge of Terraform']",Open,https://www.cloudxperts.com/careers/JD1332,https://www.cloudxperts.com,Kyle Farley,2/18/25,"['Java', 'Azure', 'Cloud Developer', 'EKS', 'ECS']",40 hours/week,CST,careers@cloudxperts.com
JD-333,DevOps Engineer,NextGen IT,"Chicago, IL",2/10/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$124182 - $111035,LinkedIn,Full-time,Entry-level,4/18/25,Hybrid,434 employees,Information Technology,"['Paid time off', 'Professional development stipend', 'Health insurance', 'Remote work option']","['Experience with CI/CD pipelines', 'Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.nextgenit.com/careers/JD1333,https://www.nextgenit.com,Jessica White,2/14/25,"['AWS', 'Cloud Developer', 'Python', 'Java', 'DevOps']",40 hours/week,EST,careers@nextgenit.com
JD-334,GCP Cloud Architect,CloudXperts,"Austin, TX",1/28/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$85047 - $137272,Glassdoor,Contract,Entry-level,4/11/25,Hybrid,376 employees,Cloud Computing,"['401(k) matching', 'Paid time off', 'Professional development stipend']","['Knowledge of Terraform', 'Kubernetes expertise', 'Understanding of serverless architecture']",Open,https://www.cloudxperts.com/careers/JD1334,https://www.cloudxperts.com,Daniel Cox,2/20/25,"['AWS', 'GCP', 'EKS']",40 hours/week,CST,careers@cloudxperts.com
JD-335,Cloud Security Analyst,TechSolutions Inc.,"Seattle, WA",2/13/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$94071 - $119125,Indeed,Full-time,Mid-level,3/26/25,On-site,207 employees,Information Technology,"['Remote work option', 'Paid time off']","['Understanding of serverless architecture', 'Knowledge of Terraform', 'Experience with CI/CD pipelines']",Open,https://www.techsolutionsinc..com/careers/JD1335,https://www.techsolutionsinc..com,Sean Bennett,2/19/25,"['ECS', 'Azure', 'Python']",40 hours/week,CST,careers@techsolutionsinc..com
JD-336,Azure Cloud Engineer,NextGen IT,"Seattle, WA",2/1/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$126255 - $150204,Company Website,Contract,Senior,4/15/25,Hybrid,639 employees,Cybersecurity,"['Health insurance', 'Professional development stipend']","['Understanding of serverless architecture', 'Kubernetes expertise']",Open,https://www.nextgenit.com/careers/JD1336,https://www.nextgenit.com,Carl Marks,2/22/25,"['GCP', 'EKS', 'Azure']",40 hours/week,MST,careers@nextgenit.com
JD-337,Azure Cloud Engineer,NextGen IT,"New York, NY",2/9/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$121673 - $125879,Indeed,Contract,Mid-level,3/12/25,On-site,898 employees,Information Technology,"['Health insurance', '401(k) matching']","['Kubernetes expertise', 'Experience with CI/CD pipelines', 'Understanding of serverless architecture']",Open,https://www.nextgenit.com/careers/JD1337,https://www.nextgenit.com,Zachary Neal,2/18/25,"['ECS', 'Java', 'Azure', 'Cloud Developer']",40 hours/week,CST,careers@nextgenit.com
JD-338,Cloud Security Analyst,SkyHigh Systems,"New York, NY",2/2/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$129818 - $134494,LinkedIn,Part-time,Senior,2/23/25,On-site,994 employees,Software Development,"['Paid time off', '401(k) matching']","['Knowledge of Terraform', 'Understanding of serverless architecture', 'Experience with CI/CD pipelines']",Open,https://www.skyhighsystems.com/careers/JD1338,https://www.skyhighsystems.com,Stacy Garner,2/18/25,"['GCP', 'Docker', 'Java', 'ECS', 'Python']",40 hours/week,MST,careers@skyhighsystems.com
JD-339,AWS Cloud Developer,NextGen IT,"Chicago, IL",2/3/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$95904 - $90094,Company Website,Part-time,Mid-level,4/16/25,Remote,677 employees,Information Technology,"['401(k) matching', 'Professional development stipend', 'Health insurance']","['Understanding of serverless architecture', 'Experience with CI/CD pipelines', 'Knowledge of Terraform']",Open,https://www.nextgenit.com/careers/JD1339,https://www.nextgenit.com,Kayla Norman,2/13/25,"['ECS', 'Azure', 'DevOps']",40 hours/week,EST,careers@nextgenit.com
JD-340,Cloud Security Analyst,TechSolutions Inc.,"Austin, TX",2/4/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$116525 - $135472,Company Website,Full-time,Mid-level,3/25/25,Hybrid,424 employees,Information Technology,"['401(k) matching', 'Remote work option', 'Paid time off', 'Health insurance']","['Experience with CI/CD pipelines', 'Kubernetes expertise']",Open,https://www.techsolutionsinc..com/careers/JD1340,https://www.techsolutionsinc..com,Catherine Mcdonald,2/16/25,"['Docker', 'Python', 'GCP']",40 hours/week,CST,careers@techsolutionsinc..com
