job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,state_avg_salary,how_much_older
JD-479,AWS DevOps Engineer,Accenture,Seattle,WA,"Seattle, WA",USA,Hybrid,4/30/25,6/5/25,Mid,Internship,Insurance,"$39,359","$224,179","$131,769","['AWS CodePipeline', 'S3', 'RDS', 'EKS', 'IAM', 'Elastic Beanstalk']","['AWS Certified Developer – Associate', 'AWS Certified SysOps Administrator – Associate']",AWS,"Seeking a talented Engineering professional skilled in AWS CodePipeline, S3, RDS and AWS best practices.",Active,Engineering,USD,1,"$142,629",1 day
JD-480,AWS Big Data Engineer,Infosys,Albany,NY,"Albany, NY",USA,Hybrid,4/30/25,6/5/25,Entry,Full-time,Energy,"$173,389","$247,017","$210,203","['Athena', 'Step Functions', 'API Gateway', 'CloudWatch', 'AWS CodeBuild', 'IAM', 'Redshift', 'EC2', 'Lambda', 'Elastic Beanstalk']",['AWS Certified Advanced Networking – Specialty'],AWS,"Seeking a talented Engineering professional skilled in Athena, Step Functions, API Gateway and AWS best practices.",Active,DevOps,USD,1,"$121,290",1 day
JD-481,AWS Solutions Architect,Rackspace Technology,New York,NY,"New York, NY",USA,Remote,4/30/25,6/27/25,Mid,Part-time,Consulting Services,"$81,725","$307,300","$194,512","['Step Functions', 'Route 53', 'EC2', 'AWS CodeBuild', 'VPC', 'Elastic Beanstalk', 'DynamoDB']",['AWS Certified Data Analytics – Specialty'],AWS,"Seeking a talented Engineering professional skilled in Step Functions, Route 53, EC2 and AWS best practices.",Active,Engineering,USD,1,"$159,156",1 day
JD-482,AWS Cloud Developer,Capgemini,St. Paul,MN,"St. Paul, MN",USA,Remote,2/17/25,4/30/25,Entry,Contract,Financial Services,"$250,801","$385,006","$317,903","['CloudTrail', 'VPC', 'EC2', 'EKS', 'Athena', 'AWS CodeBuild', 'Route 53', 'CloudFormation']",['AWS Certified Developer – Associate'],AWS,"Seeking a talented Architecture professional skilled in CloudTrail, VPC, EC2 and AWS best practices.",Active,Engineering,USD,73,"$173,356",older than 30 days
JD-483,AWS Full Stack Developer,Wipro,Rockville,MD,"Rockville, MD",USA,Remote,4/26/25,7/9/25,Entry,Contract,Financial Services,"$70,739","$97,911","$84,325","['Athena', 'VPC', 'EKS', 'Redshift', 'AWS CodeBuild', 'ECS', 'SQS', 'SNS']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Engineering professional skilled in Athena, VPC, EKS and AWS best practices.",Active,Engineering,USD,5,"$106,583",5 days
JD-484,AWS Solutions Architect,Cognizant,San Francisco,CA,"San Francisco, CA",USA,Hybrid,4/30/25,7/10/25,Entry,Full-time,Consulting Services,"$178,885","$420,833","$299,859","['AWS CLI', 'S3', 'CloudFormation', 'CloudTrail', 'AWS CodeBuild', 'Lambda', 'EKS', 'IAM', 'AWS CodePipeline']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented Architecture professional skilled in AWS CLI, S3, CloudFormation and AWS best practices.",Active,DevOps,USD,1,"$142,467",1 day
JD-485,AWS DevOps Engineer,Rackspace Technology,Denver,CO,"Denver, CO",USA,Hybrid,4/26/25,6/25/25,Mid,Full-time,Consulting Services,"$236,473","$430,801","$333,637","['Redshift', 'S3', 'Route 53', 'SNS', 'VPC', 'Step Functions', 'ECS', 'Elastic Beanstalk', 'Athena']","['AWS Certified Advanced Networking – Specialty', 'AWS Certified DevOps Engineer – Professional']",AWS,"Seeking a talented Architecture professional skilled in Redshift, S3, Route 53 and AWS best practices.",Active,Engineering,USD,5,"$104,031",5 days
JD-486,AWS Cloud Engineer,HCLTech,Richmond,VA,"Richmond, VA",USA,Hybrid,1/11/25,4/5/25,Entry,Full-time,Financial Services,"$169,201","$374,762","$271,981","['EC2', 'SQS', 'AWS KMS', 'DynamoDB', 'Elastic Beanstalk', 'CloudFormation', 'AWS CodeBuild']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented Engineering professional skilled in EC2, SQS, AWS KMS and AWS best practices.",Active,DevOps,USD,110,"$141,478",older than 30 days
JD-487,AWS Serverless Developer,IBM,Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,4/1/25,6/5/25,Senior,Part-time,Consulting Services,"$70,115","$294,347","$182,231","['AWS KMS', 'CloudTrail', 'Route 53', 'SQS', 'Elastic Beanstalk', 'CloudWatch', 'EC2']","['AWS Certified Advanced Networking – Specialty', 'AWS Certified SysOps Administrator – Associate']",AWS,"Seeking a talented Engineering professional skilled in AWS KMS, CloudTrail, Route 53 and AWS best practices.",Active,Engineering,USD,30,"$154,569",30 days
JD-488,AWS SysOps Administrator,Slalom,Cleveland,OH,"Cleveland, OH",USA,Hybrid,4/26/25,7/13/25,Entry,Internship,Financial Services,"$48,235","$82,061","$65,148","['AWS KMS', 'RDS', 'AWS CLI', 'CloudTrail', 'DynamoDB', 'Redshift', 'EKS']","['AWS Certified Solutions Architect – Professional', 'AWS Certified Developer – Associate']",AWS,"Seeking a talented Engineering professional skilled in AWS KMS, RDS, AWS CLI and AWS best practices.",Expired,Engineering,USD,5,"$166,432",5 days
JD-489,AWS Database Administrator,Infosys,Duluth,MN,"Duluth, MN",USA,Hybrid,4/30/25,7/11/25,Senior,Full-time,Cloud Computing,"$212,207","$368,959","$290,583","['CloudFormation', 'CloudWatch', 'EKS', 'RDS', 'Lambda', 'AWS CodeBuild', 'Step Functions']",['AWS Certified Security – Specialty'],AWS,"Seeking a talented DevOps professional skilled in CloudFormation, CloudWatch, EKS and AWS best practices.",Active,Engineering,USD,1,"$90,575",1 day
JD-490,AWS Serverless Developer,Virtusa,Arlington,VA,"Arlington, VA",USA,On-site,4/30/25,7/29/25,Mid,Internship,Logistics & Supply Chain,"$41,048","$206,052","$123,550","['RDS', 'DynamoDB', 'API Gateway', 'Route 53', 'IAM', 'VPC']","['AWS Certified Solutions Architect – Professional', 'AWS Certified Developer – Associate']",AWS,"Seeking a talented Engineering professional skilled in RDS, DynamoDB, API Gateway and AWS best practices.",Active,Engineering,USD,1,"$105,453",1 day
JD-491,AWS Database Administrator,Cognizant,Richmond,VA,"Richmond, VA",USA,Remote,4/30/25,6/10/25,Entry,Full-time,Software Development,"$167,893","$365,729","$266,811","['AWS KMS', 'AWS CodeBuild', 'API Gateway', 'ECS', 'Elastic Beanstalk', 'IAM', 'Redshift']","['AWS Certified Data Analytics – Specialty', 'AWS Certified SysOps Administrator – Associate']",AWS,"Seeking a talented DevOps professional skilled in AWS KMS, AWS CodeBuild, API Gateway and AWS best practices.",Active,Engineering,USD,1,"$131,757",1 day
JD-492,AWS Full Stack Developer,IBM,Bellevue,WA,"Bellevue, WA",USA,Hybrid,4/26/25,6/1/25,Mid,Part-time,Cloud Computing,"$57,233","$150,423","$103,828","['CloudWatch', 'AWS CLI', 'Redshift', 'S3', 'EC2', 'Elastic Beanstalk', 'IAM', 'ECS', 'Route 53']","['AWS Certified Security – Specialty', 'AWS Certified Data Analytics – Specialty']",AWS,"Seeking a talented Architecture professional skilled in CloudWatch, AWS CLI, Redshift and AWS best practices.",Active,Engineering,USD,5,"$144,639",5 days
JD-493,AWS Networking Engineer,Booz Allen Hamilton,New York,NY,"New York, NY",USA,Remote,1/20/25,4/5/25,Mid,Part-time,Cloud Computing,"$203,568","$303,520","$253,544","['Route 53', 'RDS', 'SQS', 'CloudTrail', 'Redshift']","['AWS Certified Data Analytics – Specialty', 'AWS Certified DevOps Engineer – Professional']",AWS,"Seeking a talented Architecture professional skilled in Route 53, RDS, SQS and AWS best practices.",Active,Architecture,USD,101,"$171,988",older than 30 days
JD-494,AWS Database Administrator,Infosys,St. Paul,MN,"St. Paul, MN",USA,On-site,3/16/25,4/30/25,Senior,Full-time,Cloud Computing,"$213,670","$412,271","$312,970","['Step Functions', 'AWS KMS', 'AWS CodeBuild', 'Redshift', 'DynamoDB', 'SQS', 'CloudTrail', 'ECS', 'Lambda', 'S3']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented DevOps professional skilled in Step Functions, AWS KMS, AWS CodeBuild and AWS best practices.",Active,DevOps,USD,46,"$132,110",older than 30 days
JD-495,AWS Cloud Support Engineer,Wipro,Miami,FL,"Miami, FL",USA,On-site,4/30/25,6/14/25,Mid,Full-time,Media & Entertainment,"$136,104","$257,423","$196,763","['Lambda', 'Redshift', 'CloudTrail', 'SQS', 'AWS KMS']",['AWS Certified SysOps Administrator – Associate'],AWS,"Seeking a talented Engineering professional skilled in Lambda, Redshift, CloudTrail and AWS best practices.",Active,Engineering,USD,1,"$118,081",1 day
JD-496,AWS Cloud Engineer,Capgemini,Orlando,FL,"Orlando, FL",USA,Hybrid,4/30/25,6/24/25,Entry,Internship,Healthcare,"$42,348","$93,880","$68,114","['EKS', 'AWS CodePipeline', 'API Gateway', 'Athena', 'Lambda', 'SNS', 'VPC']",['AWS Certified SysOps Administrator – Associate'],AWS,"Seeking a talented Architecture professional skilled in EKS, AWS CodePipeline, API Gateway and AWS best practices.",Expired,Architecture,USD,1,"$105,703",1 day
JD-497,AWS IoT Engineer,Rackspace Technology,Colorado Springs,CO,"Colorado Springs, CO",USA,Hybrid,4/26/25,5/30/25,Senior,Part-time,Software Development,"$152,811","$354,736","$253,773","['DynamoDB', 'Step Functions', 'AWS CodePipeline', 'Redshift', 'API Gateway', 'AWS KMS', 'IAM', 'Elastic Beanstalk', 'S3', 'SNS']","['AWS Certified Developer – Associate', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Architecture professional skilled in DynamoDB, Step Functions, AWS CodePipeline and AWS best practices.",Active,Architecture,USD,5,"$136,889",5 days
JD-498,AWS Big Data Engineer,Amazon,Phoenix,AZ,"Phoenix, AZ",USA,Hybrid,4/30/25,7/6/25,Entry,Internship,Energy,"$33,479","$121,455","$77,467","['Athena', 'AWS CodePipeline', 'VPC', 'EKS', 'Elastic Beanstalk', 'ECS', 'CloudTrail']",['AWS Certified Developer – Associate'],AWS,"Seeking a talented Engineering professional skilled in Athena, AWS CodePipeline, VPC and AWS best practices.",Active,Engineering,USD,1,"$112,737",1 day
JD-499,AWS DevOps Engineer,Rackspace Technology,Richmond,VA,"Richmond, VA",USA,Remote,4/30/25,7/14/25,Mid,Part-time,Software Development,"$88,758","$225,608","$157,183","['CloudWatch', 'Lambda', 'Redshift', 'CloudFormation', 'DynamoDB', 'VPC', 'Elastic Beanstalk']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented Architecture professional skilled in CloudWatch, Lambda, Redshift and AWS best practices.",Active,DevOps,USD,1,"$127,383",1 day
JD-500,AWS Serverless Developer,EPAM Systems,Charlotte,NC,"Charlotte, NC",USA,On-site,4/26/25,6/16/25,Mid,Full-time,Energy,"$143,291","$377,008","$260,149","['CloudFormation', 'Elastic Beanstalk', 'SQS', 'Step Functions', 'AWS CLI', 'Athena', 'AWS CodeBuild', 'S3', 'CloudWatch', 'CloudTrail']",['AWS Certified Advanced Networking – Specialty'],AWS,"Seeking a talented DevOps professional skilled in CloudFormation, Elastic Beanstalk, SQS and AWS best practices.",Active,Architecture,USD,5,"$96,800",5 days
JD-501,AWS DevOps Engineer,Accenture,Ogden,UT,"Ogden, UT",USA,On-site,4/30/25,6/16/25,Entry,Full-time,Consulting Services,"$232,859","$429,760","$331,309","['CloudTrail', 'Lambda', 'AWS CodeBuild', 'Athena', 'AWS KMS', 'RDS']",['AWS Certified Developer – Associate'],AWS,"Seeking a talented Architecture professional skilled in CloudTrail, Lambda, AWS CodeBuild and AWS best practices.",Active,DevOps,USD,1,"$166,343",1 day
JD-502,AWS Cloud Support Engineer,Infosys,Ogden,UT,"Ogden, UT",USA,Hybrid,4/26/25,6/7/25,Mid,Full-time,Media & Entertainment,"$132,933","$148,003","$140,468","['Lambda', 'CloudFormation', 'CloudTrail', 'AWS KMS', 'API Gateway']","['AWS Certified SysOps Administrator – Associate', 'AWS Certified Advanced Networking – Specialty']",AWS,"Seeking a talented DevOps professional skilled in Lambda, CloudFormation, CloudTrail and AWS best practices.",Expired,Engineering,USD,5,"$171,860",5 days
JD-503,AWS IoT Engineer,PwC,Mesa,AZ,"Mesa, AZ",USA,Remote,4/30/25,6/9/25,Entry,Internship,Healthcare,"$43,339","$153,755","$98,547","['AWS CodeBuild', 'AWS CodePipeline', 'IAM', 'CloudTrail', 'EKS', 'CloudFormation', 'AWS CLI', 'RDS']","['AWS Certified Advanced Networking – Specialty', 'AWS Certified SysOps Administrator – Associate']",AWS,"Seeking a talented Engineering professional skilled in AWS CodeBuild, AWS CodePipeline, IAM and AWS best practices.",Active,Engineering,USD,1,"$166,502",1 day
JD-504,AWS Data Engineer,Persistent Systems,Portland,OR,"Portland, OR",USA,Hybrid,4/30/25,7/27/25,Mid,Contract,Cybersecurity,"$91,974","$186,436","$139,205","['AWS KMS', 'VPC', 'AWS CodeBuild', 'Redshift', 'Elastic Beanstalk']","['AWS Certified Security – Specialty', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Engineering professional skilled in AWS KMS, VPC, AWS CodeBuild and AWS best practices.",Active,Architecture,USD,1,"$92,472",1 day
JD-505,AWS Serverless Developer,Wipro,Alexandria,VA,"Alexandria, VA",USA,Hybrid,4/30/25,6/16/25,Senior,Internship,Media & Entertainment,"$27,872","$55,836","$41,854","['EKS', 'AWS CodeBuild', 'Route 53', 'DynamoDB', 'VPC']","['AWS Certified Advanced Networking – Specialty', 'AWS Certified Developer – Associate']",AWS,"Seeking a talented DevOps professional skilled in EKS, AWS CodeBuild, Route 53 and AWS best practices.",Active,Engineering,USD,1,"$155,386",1 day
JD-506,AWS Serverless Developer,Accenture,Cleveland,OH,"Cleveland, OH",USA,Remote,4/1/25,6/7/25,Entry,Internship,Telecommunications,"$33,043","$69,361","$51,202","['EKS', 'AWS CodePipeline', 'Route 53', 'AWS CLI', 'SNS', 'Lambda', 'CloudFormation']","['AWS Certified Solutions Architect – Associate', 'AWS Certified DevOps Engineer – Professional']",AWS,"Seeking a talented DevOps professional skilled in EKS, AWS CodePipeline, Route 53 and AWS best practices.",Expired,DevOps,USD,30,"$118,114",30 days
JD-507,AWS Data Engineer,Wipro,Houston,TX,"Houston, TX",USA,On-site,4/26/25,5/29/25,Senior,Part-time,Energy,"$209,503","$264,226","$236,864","['AWS CLI', 'Athena', 'RDS', 'Step Functions', 'DynamoDB', 'Elastic Beanstalk', 'EC2', 'ECS']","['AWS Certified Developer – Associate', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Architecture professional skilled in AWS CLI, Athena, RDS and AWS best practices.",Active,Architecture,USD,5,"$151,946",5 days
JD-508,AWS Cloud Developer,Deloitte,Charlotte,NC,"Charlotte, NC",USA,On-site,4/30/25,6/25/25,Senior,Internship,Insurance,"$41,449","$280,123","$160,786","['DynamoDB', 'CloudWatch', 'Route 53', 'Athena', 'SQS', 'Step Functions', 'SNS']","['AWS Certified SysOps Administrator – Associate', 'AWS Certified Advanced Networking – Specialty']",AWS,"Seeking a talented DevOps professional skilled in DynamoDB, CloudWatch, Route 53 and AWS best practices.",Active,DevOps,USD,1,"$162,913",1 day
JD-509,AWS Big Data Engineer,IBM,Arlington,VA,"Arlington, VA",USA,Hybrid,4/26/25,7/10/25,Mid,Internship,Healthcare,"$28,522","$72,676","$50,599","['AWS CodePipeline', 'CloudFormation', 'Elastic Beanstalk', 'EKS', 'Athena', 'SNS', 'DynamoDB']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Architecture professional skilled in AWS CodePipeline, CloudFormation, Elastic Beanstalk and AWS best practices.",Active,Engineering,USD,5,"$169,420",5 days
JD-510,AWS DevOps Engineer,Booz Allen Hamilton,Denver,CO,"Denver, CO",USA,Remote,4/1/25,5/17/25,Senior,Part-time,Logistics & Supply Chain,"$83,947","$96,437","$90,192","['Lambda', 'AWS CLI', 'Athena', 'Redshift', 'S3', 'SNS', 'CloudFormation', 'Step Functions', 'DynamoDB']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented Engineering professional skilled in Lambda, AWS CLI, Athena and AWS best practices.",Active,DevOps,USD,30,"$156,926",30 days
JD-511,AWS Full Stack Developer,Cognizant,Chicago,IL,"Chicago, IL",USA,On-site,4/30/25,7/20/25,Senior,Internship,Insurance,"$35,445","$160,878","$98,161","['RDS', 'CloudWatch', 'SQS', 'SNS', 'Route 53', 'EKS']",['AWS Certified Data Analytics – Specialty'],AWS,"Seeking a talented DevOps professional skilled in RDS, CloudWatch, SQS and AWS best practices.",Active,Architecture,USD,1,"$97,806",1 day
JD-512,AWS Security Engineer,Slalom,Cambridge,MA,"Cambridge, MA",USA,Hybrid,4/26/25,6/27/25,Senior,Part-time,Financial Services,"$126,267","$362,973","$244,620","['Athena', 'VPC', 'SQS', 'EC2', 'ECS', 'SNS', 'RDS', 'DynamoDB', 'Route 53']",['AWS Certified Advanced Networking – Specialty'],AWS,"Seeking a talented DevOps professional skilled in Athena, VPC, SQS and AWS best practices.",Active,Engineering,USD,5,"$176,728",5 days
JD-513,AWS Cloud Developer,Infosys,Provo,UT,"Provo, UT",USA,Hybrid,4/26/25,7/23/25,Senior,Part-time,Insurance,"$213,261","$366,635","$289,948","['EKS', 'IAM', 'Step Functions', 'Elastic Beanstalk', 'DynamoDB']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented DevOps professional skilled in EKS, IAM, Step Functions and AWS best practices.",Active,Architecture,USD,5,"$158,889",5 days
JD-514,AWS Data Engineer,Deloitte,San Diego,CA,"San Diego, CA",USA,Remote,4/30/25,7/2/25,Entry,Internship,Software Development,"$39,321","$87,119","$63,220","['AWS CodeBuild', 'SQS', 'ECS', 'Step Functions', 'DynamoDB', 'AWS CLI', 'AWS KMS', 'Redshift', 'Athena', 'VPC']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented DevOps professional skilled in AWS CodeBuild, SQS, ECS and AWS best practices.",Active,Architecture,USD,1,"$124,628",1 day
JD-515,AWS Networking Engineer,Rackspace Technology,St. Paul,MN,"St. Paul, MN",USA,Hybrid,4/30/25,7/20/25,Mid,Full-time,Cybersecurity,"$152,585","$257,539","$205,062","['AWS KMS', 'EC2', 'Lambda', 'DynamoDB', 'SQS', 'AWS CodeBuild', 'EKS', 'S3', 'SNS', 'API Gateway']",['AWS Certified Advanced Networking – Specialty'],AWS,"Seeking a talented DevOps professional skilled in AWS KMS, EC2, Lambda and AWS best practices.",Active,DevOps,USD,1,"$167,233",1 day
JD-516,AWS Security Engineer,HCLTech,Naperville,IL,"Naperville, IL",USA,Hybrid,11/12/24,12/17/24,Entry,Internship,Healthcare,"$43,923","$145,506","$94,714","['SQS', 'Athena', 'EC2', 'AWS CodeBuild', 'CloudWatch', 'IAM', 'RDS', 'Route 53']",['AWS Certified Advanced Networking – Specialty'],AWS,"Seeking a talented DevOps professional skilled in SQS, Athena, EC2 and AWS best practices.",Active,Architecture,USD,170,"$148,267",older than 30 days
JD-517,AWS Cloud Support Engineer,Accenture,Orlando,FL,"Orlando, FL",USA,Remote,4/26/25,6/19/25,Senior,Full-time,Logistics & Supply Chain,"$190,872","$391,627","$291,249","['AWS CodeBuild', 'Lambda', 'SQS', 'S3', 'CloudTrail']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented DevOps professional skilled in AWS CodeBuild, Lambda, SQS and AWS best practices.",Active,Engineering,USD,5,"$114,483",5 days
JD-518,AWS Full Stack Developer,Mindtree,Los Angeles,CA,"Los Angeles, CA",USA,Remote,4/26/25,7/2/25,Senior,Part-time,Energy,"$140,472","$274,303","$207,387","['SNS', 'DynamoDB', 'AWS CodeBuild', 'EKS', 'S3', 'VPC', 'Route 53']","['AWS Certified Developer – Associate', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented Architecture professional skilled in SNS, DynamoDB, AWS CodeBuild and AWS best practices.",Active,Architecture,USD,5,"$175,271",5 days
JD-519,AWS IoT Engineer,Salesforce,Mesa,AZ,"Mesa, AZ",USA,Hybrid,4/1/25,5/4/25,Entry,Internship,Government Services,"$45,408","$78,830","$62,119","['IAM', 'AWS CLI', 'Route 53', 'CloudTrail', 'CloudFormation', 'AWS CodeBuild', 'RDS', 'ECS']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented Engineering professional skilled in IAM, AWS CLI, Route 53 and AWS best practices.",Active,Engineering,USD,30,"$101,125",30 days
JD-520,AWS Big Data Engineer,Wipro,Miami,FL,"Miami, FL",USA,On-site,4/26/25,5/28/25,Entry,Contract,Government Services,"$273,122","$493,503","$383,312","['CloudTrail', 'EKS', 'EC2', 'ECS', 'Redshift']",['AWS Certified SysOps Administrator – Associate'],AWS,"Seeking a talented DevOps professional skilled in CloudTrail, EKS, EC2 and AWS best practices.",Expired,Engineering,USD,5,"$135,288",5 days
JD-521,AWS Database Administrator,TCS,Bethesda,MD,"Bethesda, MD",USA,Remote,4/26/25,6/2/25,Entry,Internship,Energy,"$26,352","$173,462","$99,907","['AWS CodePipeline', 'EKS', 'CloudFormation', 'CloudTrail', 'Lambda']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Engineering professional skilled in AWS CodePipeline, EKS, CloudFormation and AWS best practices.",Active,Architecture,USD,5,"$158,529",5 days
JD-522,AWS Serverless Developer,Virtusa,Arlington,VA,"Arlington, VA",USA,Hybrid,4/30/25,6/7/25,Senior,Internship,Insurance,"$46,897","$244,046","$145,471","['ECS', 'AWS CLI', 'IAM', 'Lambda', 'AWS CodeBuild']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Architecture professional skilled in ECS, AWS CLI, IAM and AWS best practices.",Expired,DevOps,USD,1,"$128,210",1 day
JD-523,AWS Machine Learning Engineer,Slalom,Atlanta,GA,"Atlanta, GA",USA,On-site,4/1/25,5/22/25,Entry,Part-time,Energy,"$107,704","$213,003","$160,353","['Lambda', 'CloudFormation', 'Route 53', 'SNS', 'VPC', 'AWS KMS']",['AWS Certified Security – Specialty'],AWS,"Seeking a talented DevOps professional skilled in Lambda, CloudFormation, Route 53 and AWS best practices.",Active,Engineering,USD,30,"$177,419",30 days
JD-524,AWS DevOps Engineer,Accenture,Rockville,MD,"Rockville, MD",USA,Hybrid,4/30/25,6/22/25,Mid,Full-time,Cybersecurity,"$59,991","$288,770","$174,380","['AWS CodeBuild', 'CloudFormation', 'IAM', 'Redshift', 'AWS KMS', 'Lambda', 'EKS']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Architecture professional skilled in AWS CodeBuild, CloudFormation, IAM and AWS best practices.",Expired,Engineering,USD,1,"$101,598",1 day
JD-525,AWS DevOps Engineer,Persistent Systems,Durham,NC,"Durham, NC",USA,On-site,4/30/25,7/19/25,Entry,Full-time,Government Services,"$160,542","$237,581","$199,061","['VPC', 'Redshift', 'SQS', 'CloudTrail', 'Route 53', 'EKS', 'Step Functions', 'Elastic Beanstalk', 'S3', 'Lambda']","['AWS Certified Data Analytics – Specialty', 'AWS Certified Security – Specialty']",AWS,"Seeking a talented DevOps professional skilled in VPC, Redshift, SQS and AWS best practices.",Expired,DevOps,USD,1,"$152,904",1 day
JD-526,AWS DevOps Engineer,Wipro,Boulder,CO,"Boulder, CO",USA,Hybrid,4/30/25,6/8/25,Senior,Full-time,Healthcare,"$226,897","$290,487","$258,692","['EKS', 'DynamoDB', 'SNS', 'AWS KMS', 'Route 53', 'Elastic Beanstalk', 'CloudWatch', 'EC2', 'Lambda']","['AWS Certified SysOps Administrator – Associate', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Engineering professional skilled in EKS, DynamoDB, SNS and AWS best practices.",Active,Architecture,USD,1,"$178,523",1 day
JD-527,AWS Security Engineer,Rackspace Technology,Houston,TX,"Houston, TX",USA,Remote,4/1/25,6/13/25,Senior,Internship,Financial Services,"$25,901","$211,594","$118,747","['Route 53', 'SNS', 'ECS', 'AWS CLI', 'Elastic Beanstalk', 'CloudTrail', 'API Gateway', 'SQS', 'Athena', 'DynamoDB']",['AWS Certified SysOps Administrator – Associate'],AWS,"Seeking a talented DevOps professional skilled in Route 53, SNS, ECS and AWS best practices.",Active,DevOps,USD,30,"$110,410",30 days
JD-528,AWS Networking Engineer,Booz Allen Hamilton,New York,NY,"New York, NY",USA,Remote,4/26/25,7/5/25,Senior,Full-time,Media & Entertainment,"$146,056","$339,942","$242,999","['Step Functions', 'SQS', 'AWS CodeBuild', 'DynamoDB', 'EC2', 'Elastic Beanstalk', 'AWS KMS']","['AWS Certified Data Analytics – Specialty', 'AWS Certified Developer – Associate']",AWS,"Seeking a talented DevOps professional skilled in Step Functions, SQS, AWS CodeBuild and AWS best practices.",Active,DevOps,USD,5,"$100,779",5 days
JD-529,AWS Full Stack Developer,Booz Allen Hamilton,Mesa,AZ,"Mesa, AZ",USA,Hybrid,1/1/25,3/8/25,Senior,Internship,Cybersecurity,"$31,752","$98,222","$64,987","['CloudFormation', 'AWS CodeBuild', 'RDS', 'SNS', 'Lambda']","['AWS Certified Solutions Architect – Associate', 'AWS Certified Advanced Networking – Specialty']",AWS,"Seeking a talented Architecture professional skilled in CloudFormation, AWS CodeBuild, RDS and AWS best practices.",Expired,DevOps,USD,120,"$129,511",older than 30 days
JD-530,AWS Serverless Developer,PwC,Tampa,FL,"Tampa, FL",USA,Remote,4/30/25,6/14/25,Mid,Full-time,Logistics & Supply Chain,"$189,088","$412,168","$300,628","['CloudFormation', 'AWS KMS', 'Elastic Beanstalk', 'EKS', 'Step Functions', 'Route 53']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented Engineering professional skilled in CloudFormation, AWS KMS, Elastic Beanstalk and AWS best practices.",Active,DevOps,USD,1,"$109,400",1 day
JD-531,AWS Database Administrator,Persistent Systems,Cincinnati,OH,"Cincinnati, OH",USA,Remote,4/1/25,5/30/25,Senior,Internship,Media & Entertainment,"$46,554","$184,241","$115,397","['ECS', 'AWS CodePipeline', 'IAM', 'Athena', 'Elastic Beanstalk', 'VPC', 'CloudWatch', 'EC2', 'DynamoDB', 'Lambda']","['AWS Certified Security – Specialty', 'AWS Certified Data Analytics – Specialty']",AWS,"Seeking a talented Engineering professional skilled in ECS, AWS CodePipeline, IAM and AWS best practices.",Active,Architecture,USD,30,"$160,477",30 days
JD-532,AWS Big Data Engineer,Capgemini,Raleigh,NC,"Raleigh, NC",USA,Hybrid,4/1/25,6/28/25,Entry,Contract,Energy,"$107,622","$183,390","$145,506","['Redshift', 'SQS', 'DynamoDB', 'CloudWatch', 'CloudTrail', 'API Gateway']",['AWS Certified Advanced Networking – Specialty'],AWS,"Seeking a talented DevOps professional skilled in Redshift, SQS, DynamoDB and AWS best practices.",Active,Engineering,USD,30,"$148,004",30 days
JD-533,AWS Big Data Engineer,PwC,Baltimore,MD,"Baltimore, MD",USA,On-site,4/30/25,6/19/25,Entry,Full-time,Consulting Services,"$111,809","$143,059","$127,434","['AWS CodeBuild', 'API Gateway', 'CloudWatch', 'AWS KMS', 'S3', 'EC2', 'AWS CodePipeline']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented DevOps professional skilled in AWS CodeBuild, API Gateway, CloudWatch and AWS best practices.",Active,Engineering,USD,1,"$108,859",1 day
